Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
51067_FRIENDSHIP_child_SS.docx,1,152,1.15,47.87,70.28,39.38,152,5.26,96.05,86.84,68.42,26.97,17.11,6.58,1.97,8.55,0,0,9.87,25,3.29,11.18,6.58,13.16,3.95,7.89,4.61,21.05,2.63,11.18,3.29,2.63,0.66,0,15.13,1.97,13.16,0,0,2.63,8.55,0,9.21,0,3.95,2.63,1.32,1.97,0.66,1.32,0.66,0,0,0,17.11,5.92,0.66,0,0,0,0.66,11.18,0,0,0,0,0,0,0,0,0.66,0,0,0.66,0,0,1.32,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,9.87,3.95,0,3.29,1.97,0,0,0,2.63,2.63,9.87,0.66,7.89,0,4.61,3.29,0,6.58,0,0,0,0,6.58,0
51035_FRIENDSHIP_child_CK.docx,1,313,14.23,76.15,46.02,70.45,78.25,4.15,94.25,80.51,61.02,20.13,14.7,5.11,1.6,4.15,1.6,2.24,5.43,18.85,5.43,8.95,7.35,12.78,2.56,7.35,0.64,20.45,7.67,10.54,2.88,2.56,0.32,0,11.82,1.6,10.22,0.32,0.32,4.79,2.88,0,4.47,0,5.11,4.15,0.96,2.56,1.92,0.64,0,0,0,0,14.06,3.51,1.28,0,0,0,0.64,10.86,0.32,0.32,1.28,0.64,0,0,0,0,2.56,1.92,0.64,0,0,0,0.32,0,0,0,0,0,0,0.32,0,0,1.28,0.96,0,0,0,0,0,0,14.06,11.5,0,4.47,6.07,0.96,0,0,3.51,2.88,4.15,3.51,8.95,0.32,7.35,1.6,0,5.43,0,0,0.96,0,4.47,0
51033_FRIENDSHIP_child_SS.docx,1,211,8.59,20.54,77.46,72.22,26.38,3.32,93.36,81.99,62.09,21.8,14.69,9,0,5.69,0,0,7.11,24.64,4.27,14.69,3.79,10.43,4.74,2.37,3.32,21.33,6.16,16.59,0.47,0,0.47,0,8.06,0.95,7.11,0.95,0.95,1.42,1.42,0,3.32,0,8.06,5.69,2.37,1.9,0.95,0.95,0,0,0,0,10.9,4.74,0.47,0.47,0.47,0,2.37,6.16,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,3.79,0,0,0,0,0,0,3.79,0,0.95,0,2.37,0,0,0,0.47,0,0,14.69,6.64,0,1.9,6.16,0,0,0,2.37,4.27,4.74,1.9,7.58,0,3.79,3.79,0,6.64,0,0,3.32,0,3.32,0
51004_FRIENDSHIP_child_SS.docx,1,69,43.12,13.03,55.19,7.29,69,2.9,98.55,86.96,63.77,13.04,11.59,8.7,0,2.9,0,0,1.45,39.13,4.35,30.43,2.9,2.9,4.35,4.35,1.45,7.25,2.9,33.33,1.45,0,1.45,0,10.14,4.35,5.8,0,1.45,1.45,0,1.45,1.45,0,4.35,1.45,2.9,1.45,0,1.45,0,1.45,0,0,8.7,5.8,1.45,0,1.45,0,1.45,2.9,0,0,0,0,0,0,0,0,2.9,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,1.45,0,0,11.59,7.25,0,4.35,4.35,0,0,1.45,1.45,0,0,1.45,17.39,0,11.59,5.8,0,0,0,0,0,0,0,0
51062_FRIENDSHIP_child_MM.docx,1,567,5.14,82.06,1.58,43.94,31.5,4.06,98.06,89.59,64.2,25.93,16.4,4.41,0.35,5.11,5.82,0.35,9.52,19.05,2.65,7.41,8.64,8.29,6.35,5.29,3.53,21.34,4.06,8.29,3.53,2.29,1.23,0,15.17,3.53,11.46,0.88,1.06,3.35,2.12,0.18,3.53,0,5.47,3.53,1.94,2.47,1.06,1.41,0,0.35,0.35,0,19.93,6.17,2.12,0.71,0,0.35,2.29,13.76,0.88,0,3,3.53,0.18,0,0,0.18,1.76,1.06,0.71,0,0,0,3.17,0.18,0.18,0,0,0,0,2.29,0,0.71,1.23,2.12,0.35,0,0,0.18,0.35,0,10.23,4.59,0.35,0.71,2.82,0.35,0,0.35,3,5.29,5.29,0.35,10.23,0,1.59,8.64,0,7.76,0,2.82,3,0,1.94,0
51008_FRIENDSHIP_child_SS.docx,1,85,23.98,12.77,38.22,99,85,2.35,94.12,80,60,17.65,12.94,7.06,0,5.88,0,0,4.71,34.12,2.35,25.88,3.53,3.53,1.18,4.71,4.71,12.94,5.88,25.88,3.53,0,3.53,0,12.94,2.35,10.59,1.18,0,1.18,5.88,0,7.06,0,12.94,11.76,1.18,7.06,7.06,0,0,0,0,0,11.76,4.71,1.18,1.18,0,0,1.18,7.06,0,0,0,0,1.18,0,0,1.18,2.35,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,3.53,0,0,11.76,4.71,1.18,0,1.18,2.35,0,0,1.18,4.71,1.18,1.18,8.24,0,8.24,0,0,1.18,0,0,0,0,1.18,0
51083_FRIENDSHIP_child_CK.docx,1,212,16.81,37.35,9.36,7.5,42.4,8.96,95.75,85.38,59.91,18.4,13.21,8.49,0,2.83,1.89,0,5.19,24.53,5.19,14.62,4.72,11.79,4.72,2.36,1.89,25.47,4.72,16.04,1.42,0,0.94,0.47,18.4,2.83,15.57,2.36,1.89,4.25,6.13,0.47,0.94,0,4.25,1.42,2.83,1.42,0,1.42,0.47,0,0,0,15.57,8.02,0.94,0.94,1.42,0,3.3,8.02,0,0,0,2.36,0,0,0,0,2.36,0.94,0,1.42,0,0,0.47,0.47,0.47,0,0,0,0,0,0,0,0,1.89,0,0,0,0.47,0,0,13.68,4.72,0,0.47,3.77,0.47,0,0,0.94,2.83,4.72,2.83,11.79,0.47,9.43,2.36,0,7.08,0,0,1.89,0,4.72,0.47
51080_FRIENDSHIP_child_MM.docx,1,182,16,43.29,46.1,85.37,45.5,2.75,99.45,90.66,62.09,19.23,10.44,5.49,0,4.4,0.55,0,8.79,32.97,2.2,24.18,3.85,8.79,2.75,2.75,2.2,25.27,2.75,25.27,3.3,2.2,1.1,0,10.99,5.49,5.49,0,0.55,0,2.75,0.55,2.2,0,7.69,6.04,1.65,3.3,2.75,0.55,0,0,0,0,12.64,6.59,0.55,0,0,0,2.75,6.04,0.55,0,0.55,0.55,0,0,0,0,1.1,0.55,0,0.55,0,0,0.55,0,0,0,0,0,0,0.55,0,1.1,0,1.1,0,0,0,0,1.1,0,10.44,2.2,0.55,1.1,1.1,0.55,0,0,8.24,1.65,6.04,3.3,12.64,0,3.3,9.34,0,5.49,0,0,1.65,0,3.85,0
51077_FRIENDSHIP_child_CK.docx,1,153,23.38,59.51,5.19,4.72,38.25,5.23,95.42,78.43,60.78,15.69,9.8,3.27,0,5.88,0.65,0,5.88,33.33,7.84,18.95,1.96,11.11,1.96,4.58,2.61,20.92,3.92,19.61,4.58,2.61,1.96,0,17.65,2.61,13.73,0.65,0.65,4.58,3.92,0,5.88,0,9.8,3.92,5.88,5.23,1.96,3.27,0,0,0,0,17.65,8.5,3.27,0,0,0,3.27,9.15,1.31,0,0.65,0.65,0,0,0,0,1.31,0,1.31,0.65,0,0,0.65,0,0,0,0,0,0,0,0.65,0.65,0,0,0,0,0,1.31,0.65,0,13.07,5.23,0.65,1.96,1.96,1.31,0,0,0.65,2.61,5.23,1.96,4.58,1.31,0,3.27,0,5.23,0,0,1.96,0,3.27,0
51021_FRIENDSHIP_child_SS.docx,1,112,2.35,50.7,1,75.77,112,1.79,99.11,98.21,58.04,18.75,10.71,3.57,0,3.57,2.68,0.89,8.04,27.68,0,20.54,1.79,16.07,4.46,2.68,2.68,29.46,8.93,21.43,0.89,0,0.89,0,16.96,7.14,9.82,0.89,0.89,6.25,0,0,2.68,0,3.57,3.57,0,0,0,0,0,0,0,0,18.75,11.61,2.68,1.79,0,0,10.71,7.14,0,0,1.79,0.89,0,0,0,0,0.89,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,17.86,4.46,0,0,3.57,0.89,0,0,1.79,2.68,7.14,0.89,27.68,0,23.21,4.46,0,8.93,0,0,0,0,8.93,0
